ene, dsp, sxy, tpi,, emt, fit^2, , , poly^2, , , fit^3, , , , poly^3, , , , 
245,0.1,3,0.01,2.5,0.075,7.09E+00,3.40E-04,3.54E-07,3.54E-07,3.40E-04,7.09E+00,7.23E+00,-4.83E-04,1.38E-06,-3.44E-10,3.44E-10,1.38E-06,-4.83E-04,7.23E+00,
245,0.1,3,0.01,3,0.09,7.76E+00,-8.99E-04,8.27E-07,8.27E-07,-8.99E-04,7.76E+00,7.63E+00,-6.87E-05,-2.12E-07,3.47E-10,3.47E-10,-2.12E-07,-6.87E-05,7.63E+00,
245,0.1,3,0.01,3.14,0.0942,7.58E+00,-1.28E-03,1.03E-06,1.03E-06,-1.28E-03,7.58E+00,7.36E+00,2.44E-05,-5.99E-07,5.43E-10,5.43E-10,-5.99E-07,2.44E-05,7.36E+00,
245,0.1,3,0.1,2.5,0.75,7.54E+00,-2.78E-04,6.10E-07,6.10E-07,-2.78E-04,7.54E+00,7.52E+00,-1.29E-04,4.23E-07,6.23E-11,6.23E-11,4.23E-07,-1.29E-04,7.52E+00,
245,0.1,3,0.1,3,0.9,7.29E+00,-8.60E-04,1.03E-06,1.03E-06,-8.60E-04,7.29E+00,7.00E+00,9.15E-04,-1.19E-06,7.41E-10,7.41E-10,-1.19E-06,9.15E-04,7.00E+00,
245,0.1,3,0.1,3.14,0.942,7.87E+00,-3.89E-04,5.07E-07,5.07E-07,-3.89E-04,7.87E+00,7.62E+00,1.11E-03,-1.37E-06,6.26E-10,6.26E-10,-1.37E-06,1.11E-03,7.62E+00,
245,0.1,4,0.001,2.5,0.01,9.85E+00,9.10E-04,-2.89E-08,2.89E-08,9.10E-04,9.85E+00,1.06E+01,-3.61E-03,5.62E-06,-1.89E-09,1.89E-09,5.62E-06,-3.61E-03,1.06E+01,
245,0.1,4,0.001,3,0.012,1.03E+01,-8.63E-04,7.46E-07,7.46E-07,-8.63E-04,1.03E+01,9.96E+00,1.08E-03,-1.69E-06,8.13E-10,8.13E-10,-1.69E-06,1.08E-03,9.96E+00,
245,0.1,4,0.001,3.14,0.01256,9.36E+00,-5.90E-05,5.53E-07,5.53E-07,-5.90E-05,9.36E+00,9.25E+00,6.01E-04,-2.72E-07,2.76E-10,2.76E-10,-2.72E-07,6.01E-04,9.25E+00,
245,0.1,4,0.01,2.5,0.1,9.85E+00,-5.09E-04,5.83E-07,5.83E-07,-5.09E-04,9.85E+00,9.92E+00,-9.34E-04,1.11E-06,-1.78E-10,1.78E-10,1.11E-06,-9.34E-04,9.92E+00,
245,0.1,4,0.01,3,0.12,9.47E+00,-4.55E-04,4.80E-07,4.80E-07,-4.55E-04,9.47E+00,9.27E+00,7.52E-04,-1.03E-06,5.04E-10,5.04E-10,-1.03E-06,7.52E-04,9.27E+00,
245,0.1,4,0.01,3.14,0.1256,9.19E+00,4.18E-05,4.74E-07,4.74E-07,4.18E-05,9.19E+00,9.34E+00,-8.36E-04,1.57E-06,-3.67E-10,3.67E-10,1.57E-06,-8.36E-04,9.34E+00,
245,0.1,4,0.1,2.5,1,9.70E+00,-7.21E-04,6.05E-07,6.05E-07,-7.21E-04,9.70E+00,9.66E+00,-4.85E-04,3.10E-07,9.85E-11,9.85E-11,3.10E-07,-4.85E-04,9.66E+00,
245,0.1,4,0.1,3,1.2,9.34E+00,-1.70E-04,2.53E-07,2.53E-07,-1.70E-04,9.34E+00,9.35E+00,-2.19E-04,3.16E-07,-2.09E-11,2.09E-11,3.16E-07,-2.19E-04,9.35E+00,
245,0.1,4,0.1,3.14,1.256,9.75E+00,-3.94E-04,5.22E-07,5.22E-07,-3.94E-04,9.75E+00,9.65E+00,2.39E-04,-2.70E-07,2.64E-10,2.64E-10,-2.70E-07,2.39E-04,9.65E+00,
245,0.1,5,0.001,2.5,0.0125,1.24E+01,-4.18E-04,3.75E-07,3.75E-07,-4.18E-04,1.24E+01,1.22E+01,5.63E-04,-8.53E-07,4.10E-10,4.10E-10,-8.53E-07,5.63E-04,1.22E+01,
245,0.1,5,0.001,3,0.015,1.19E+01,-5.24E-04,5.67E-07,5.67E-07,-5.24E-04,1.19E+01,1.18E+01,-1.65E-04,1.17E-07,1.50E-10,1.50E-10,1.17E-07,-1.65E-04,1.18E+01,
245,0.1,5,0.001,3.14,0.0157,1.38E+01,-6.93E-04,5.46E-07,5.46E-07,-6.93E-04,1.38E+01,1.36E+01,5.28E-04,-9.83E-07,5.10E-10,5.10E-10,-9.83E-07,5.28E-04,1.36E+01,
245,0.1,5,0.01,2.5,0.125,1.19E+01,-5.19E-04,6.53E-07,6.53E-07,-5.19E-04,1.19E+01,1.18E+01,-1.37E-04,1.75E-07,1.59E-10,1.59E-10,1.75E-07,-1.37E-04,1.18E+01,
245,0.1,5,0.01,3,0.15,1.23E+01,-6.75E-04,4.16E-07,4.16E-07,-6.75E-04,1.23E+01,1.21E+01,2.10E-04,-6.92E-07,3.70E-10,3.70E-10,-6.92E-07,2.10E-04,1.21E+01,
245,0.1,5,0.01,3.14,0.157,1.19E+01,1.50E-04,2.34E-07,2.34E-07,1.50E-04,1.19E+01,1.18E+01,8.57E-04,-6.51E-07,2.95E-10,2.95E-10,-6.51E-07,8.57E-04,1.18E+01,
245,0.1,5,0.1,2.5,1.25,1.15E+01,7.17E-04,-1.11E-07,1.11E-07,7.17E-04,1.15E+01,1.16E+01,-2.85E-04,1.14E-06,-4.19E-10,4.19E-10,1.14E-06,-2.85E-04,1.16E+01,
245,0.1,5,0.1,3,1.5,1.24E+01,-8.45E-04,6.04E-07,6.04E-07,-8.45E-04,1.24E+01,1.23E+01,-1.65E-04,-2.47E-07,2.84E-10,2.84E-10,-2.47E-07,-1.65E-04,1.23E+01,
245,0.1,5,0.1,3.14,1.57,1.27E+01,-1.88E-03,1.21E-06,1.21E-06,-1.88E-03,1.27E+01,1.29E+01,-3.31E-03,3.00E-06,-6.00E-10,6.00E-10,3.00E-06,-3.31E-03,1.29E+01,
245,1,3,0.001,2.5,0.0075,7.57E+00,-3.15E-05,5.40E-07,5.40E-07,-3.15E-05,7.57E+00,7.66E+00,-5.92E-04,1.24E-06,-2.34E-10,2.34E-10,1.24E-06,-5.92E-04,7.66E+00,
245,1,3,0.001,3,0.009,7.97E+00,-1.19E-03,9.60E-07,9.60E-07,-1.19E-03,7.97E+00,7.90E+00,-7.74E-04,4.37E-07,1.74E-10,1.74E-10,4.37E-07,-7.74E-04,7.90E+00,
245,1,3,0.001,3.14,0.00942,7.63E+00,-1.32E-03,1.19E-06,1.19E-06,-1.32E-03,7.63E+00,7.63E+00,-1.33E-03,1.21E-06,-6.79E-12,6.79E-12,1.21E-06,-1.33E-03,7.63E+00,
245,1,3,0.01,2.5,0.075,7.11E+00,-5.12E-04,9.41E-07,9.41E-07,-5.12E-04,7.11E+00,7.10E+00,-4.69E-04,8.87E-07,1.81E-11,1.81E-11,8.87E-07,-4.69E-04,7.10E+00,
245,1,3,0.01,3,0.09,7.50E+00,-6.26E-05,4.46E-07,4.46E-07,-6.26E-05,7.50E+00,7.43E+00,3.43E-04,-6.12E-08,1.69E-10,1.69E-10,-6.12E-08,3.43E-04,7.43E+00,
245,1,3,0.01,3.14,0.0942,7.58E+00,-3.36E-04,7.46E-07,7.46E-07,-3.36E-04,7.58E+00,7.63E+00,-6.15E-04,1.09E-06,-1.16E-10,1.16E-10,1.09E-06,-6.15E-04,7.63E+00,
245,1,3,0.1,2.5,0.75,7.34E+00,-2.84E-05,4.09E-07,4.09E-07,-2.84E-05,7.34E+00,7.27E+00,3.77E-04,-9.80E-08,1.69E-10,1.69E-10,-9.80E-08,3.77E-04,7.27E+00,
245,1,3,0.1,3,0.9,8.12E+00,-6.60E-04,8.06E-07,8.06E-07,-6.60E-04,8.12E+00,8.20E+00,-1.12E-03,1.38E-06,-1.90E-10,1.90E-10,1.38E-06,-1.12E-03,8.20E+00,
245,1,3,0.1,3.14,0.942,7.58E+00,-7.22E-04,6.69E-07,6.69E-07,-7.22E-04,7.58E+00,7.34E+00,6.92E-04,-1.10E-06,5.91E-10,5.91E-10,-1.10E-06,6.92E-04,7.34E+00,
245,1,4,0.001,2.5,0.01,1.01E+01,-4.05E-04,5.59E-07,5.59E-07,-4.05E-04,1.01E+01,1.00E+01,-7.94E-05,1.51E-07,1.36E-10,1.36E-10,1.51E-07,-7.94E-05,1.00E+01,
245,1,4,0.001,3,0.012,9.96E+00,-8.87E-05,3.22E-07,3.22E-07,-8.87E-05,9.96E+00,9.65E+00,1.79E-03,-2.03E-06,7.84E-10,7.84E-10,-2.03E-06,1.79E-03,9.65E+00,
245,1,4,0.001,3.14,0.01256,9.41E+00,-1.19E-03,1.13E-06,1.13E-06,-1.19E-03,9.41E+00,9.36E+00,-8.67E-04,7.25E-07,1.35E-10,1.35E-10,7.25E-07,-8.67E-04,9.36E+00,
245,1,4,0.01,2.5,0.1,1.06E+01,-6.58E-04,7.55E-07,7.55E-07,-6.58E-04,1.06E+01,1.08E+01,-2.00E-03,2.43E-06,-5.60E-10,5.60E-10,2.43E-06,-2.00E-03,1.08E+01,
245,1,4,0.01,3,0.12,9.81E+00,-9.13E-04,6.43E-07,6.43E-07,-9.13E-04,9.81E+00,9.58E+00,4.79E-04,-1.10E-06,5.82E-10,5.82E-10,-1.10E-06,4.79E-04,9.58E+00,
245,1,4,0.01,3.14,0.1256,9.08E+00,2.01E-04,3.37E-07,3.37E-07,2.01E-04,9.08E+00,9.03E+00,5.18E-04,-5.96E-08,1.32E-10,1.32E-10,-5.96E-08,5.18E-04,9.03E+00,
245,1,4,0.1,2.5,1,8.98E+00,-1.58E-04,5.39E-07,5.39E-07,-1.58E-04,8.98E+00,8.88E+00,4.53E-04,-2.27E-07,2.56E-10,2.56E-10,-2.27E-07,4.53E-04,8.88E+00,
245,1,4,0.1,3,1.2,9.38E+00,-1.74E-04,5.04E-07,5.04E-07,-1.74E-04,9.38E+00,9.44E+00,-5.51E-04,9.76E-07,-1.57E-10,1.57E-10,9.76E-07,-5.51E-04,9.44E+00,
245,1,4,0.1,3.14,1.256,9.91E+00,-1.01E-03,8.40E-07,8.40E-07,-1.01E-03,9.91E+00,9.69E+00,3.54E-04,-8.64E-07,5.69E-10,5.69E-10,-8.64E-07,3.54E-04,9.69E+00,
245,1,5,0.001,2.5,0.0125,1.17E+01,-4.59E-04,5.02E-07,5.02E-07,-4.59E-04,1.17E+01,1.14E+01,1.25E-03,-1.64E-06,7.15E-10,7.15E-10,-1.64E-06,1.25E-03,1.14E+01,
245,1,5,0.001,3,0.015,1.25E+01,-8.14E-04,7.95E-07,7.95E-07,-8.14E-04,1.25E+01,1.28E+01,-2.39E-03,2.77E-06,-6.58E-10,6.58E-10,2.77E-06,-2.39E-03,1.28E+01,
245,1,5,0.001,3.14,0.0157,1.20E+01,3.09E-04,-3.04E-08,3.04E-08,3.09E-04,1.20E+01,1.20E+01,-1.33E-04,5.23E-07,-1.85E-10,1.85E-10,5.23E-07,-1.33E-04,1.20E+01,
245,1,5,0.01,2.5,0.125,1.18E+01,-4.55E-04,6.07E-07,6.07E-07,-4.55E-04,1.18E+01,1.17E+01,-5.69E-05,1.09E-07,1.66E-10,1.66E-10,1.09E-07,-5.69E-05,1.17E+01,
245,1,5,0.01,3,0.15,1.18E+01,-8.97E-04,6.92E-07,6.92E-07,-8.97E-04,1.18E+01,1.16E+01,4.50E-04,-9.94E-07,5.63E-10,5.63E-10,-9.94E-07,4.50E-04,1.16E+01,
245,1,5,0.01,3.14,0.157,1.23E+01,-2.46E-04,3.57E-07,3.57E-07,-2.46E-04,1.23E+01,1.22E+01,3.01E-04,-3.27E-07,2.28E-10,2.28E-10,-3.27E-07,3.01E-04,1.22E+01,
245,1,5,0.1,2.5,1.25,1.19E+01,2.64E-05,4.07E-07,4.07E-07,2.64E-05,1.19E+01,1.19E+01,-1.80E-04,6.66E-07,-8.64E-11,8.64E-11,6.66E-07,-1.80E-04,1.19E+01,
245,1,5,0.1,3,1.5,1.27E+01,-3.73E-04,5.62E-07,5.62E-07,-3.73E-04,1.27E+01,1.25E+01,4.22E-04,-4.33E-07,3.32E-10,3.32E-10,-4.33E-07,4.22E-04,1.25E+01,
245,1,5,0.1,3.14,1.57,1.25E+01,7.01E-04,-1.65E-07,1.65E-07,7.01E-04,1.25E+01,1.22E+01,2.59E-03,-2.53E-06,7.89E-10,7.89E-10,-2.53E-06,2.59E-03,1.22E+01,
245,1.5,3,0.001,2.5,0.0075,7.39E+00,-5.03E-04,7.87E-07,7.87E-07,-5.03E-04,7.39E+00,7.36E+00,-2.96E-04,5.28E-07,8.64E-11,8.64E-11,5.28E-07,-2.96E-04,7.36E+00,
245,1.5,3,0.001,3,0.009,7.72E+00,-1.01E-03,8.73E-07,8.73E-07,-1.01E-03,7.72E+00,7.49E+00,3.41E-04,-8.15E-07,5.63E-10,5.63E-10,-8.15E-07,3.41E-04,7.49E+00,
245,1.5,3,0.001,3.14,0.00942,7.61E+00,-6.07E-04,6.99E-07,6.99E-07,-6.07E-04,7.61E+00,7.54E+00,-1.69E-04,1.51E-07,1.83E-10,1.83E-10,1.51E-07,-1.69E-04,7.54E+00,
245,1.5,3,0.01,2.5,0.075,7.44E+00,-4.42E-04,6.22E-07,6.22E-07,-4.42E-04,7.44E+00,7.29E+00,4.89E-04,-5.44E-07,3.89E-10,3.89E-10,-5.44E-07,4.89E-04,7.29E+00,
245,1.5,3,0.01,3,0.09,7.23E+00,-8.10E-05,5.10E-07,5.10E-07,-8.10E-05,7.23E+00,7.15E+00,4.02E-04,-9.47E-08,2.02E-10,2.02E-10,-9.47E-08,4.02E-04,7.15E+00,
245,1.5,3,0.01,3.14,0.0942,7.42E+00,-6.66E-04,7.28E-07,7.28E-07,-6.66E-04,7.42E+00,7.33E+00,-1.47E-04,7.92E-08,2.16E-10,2.16E-10,7.92E-08,-1.47E-04,7.33E+00,
245,1.5,3,0.1,2.5,0.75,7.71E+00,-2.14E-06,4.11E-07,4.11E-07,-2.14E-06,7.71E+00,7.72E+00,-6.74E-05,4.92E-07,-2.73E-11,2.73E-11,4.92E-07,-6.74E-05,7.72E+00,
245,1.5,3,0.1,3,0.9,7.67E+00,-8.62E-04,7.06E-07,7.06E-07,-8.62E-04,7.67E+00,7.51E+00,1.47E-04,-5.56E-07,4.21E-10,4.21E-10,-5.56E-07,1.47E-04,7.51E+00,
245,1.5,3,0.1,3.14,0.942,7.73E+00,-1.13E-03,1.21E-06,1.21E-06,-1.13E-03,7.73E+00,7.34E+00,1.24E-03,-1.75E-06,9.88E-10,9.88E-10,-1.75E-06,1.24E-03,7.34E+00,
245,1.5,4,0.001,2.5,0.01,9.40E+00,-4.46E-04,5.81E-07,5.81E-07,-4.46E-04,9.40E+00,9.21E+00,7.49E-04,-9.16E-07,4.99E-10,4.99E-10,-9.16E-07,7.49E-04,9.21E+00,
245,1.5,4,0.001,3,0.012,9.41E+00,-9.40E-04,8.77E-07,8.77E-07,-9.40E-04,9.41E+00,9.27E+00,-5.92E-05,-2.26E-07,3.68E-10,3.68E-10,-2.26E-07,-5.92E-05,9.27E+00,
245,1.5,4,0.001,3.14,0.01256,1.01E+01,-1.16E-03,9.04E-07,9.04E-07,-1.16E-03,1.01E+01,9.99E+00,-2.58E-04,-2.29E-07,3.78E-10,3.78E-10,-2.29E-07,-2.58E-04,9.99E+00,
245,1.5,4,0.01,2.5,0.1,9.88E+00,-5.88E-05,3.70E-07,3.70E-07,-5.88E-05,9.88E+00,9.65E+00,1.33E-03,-1.36E-06,5.79E-10,5.79E-10,-1.36E-06,1.33E-03,9.65E+00,
245,1.5,4,0.01,3,0.12,9.73E+00,-6.01E-04,7.05E-07,7.05E-07,-6.01E-04,9.73E+00,9.74E+00,-6.59E-04,7.78E-07,-2.44E-11,2.44E-11,7.78E-07,-6.59E-04,9.74E+00,
245,1.5,4,0.01,3.14,0.1256,1.03E+01,-8.17E-04,4.56E-07,4.56E-07,-8.17E-04,1.03E+01,9.53E+00,3.64E-03,-5.12E-06,1.86E-09,1.86E-09,-5.12E-06,3.64E-03,9.53E+00,
245,1.5,4,0.1,2.5,1,9.49E+00,-4.96E-04,4.96E-07,4.96E-07,-4.96E-04,9.49E+00,9.43E+00,-1.30E-04,3.84E-08,1.53E-10,1.53E-10,3.84E-08,-1.30E-04,9.43E+00,
245,1.5,4,0.1,3,1.2,1.03E+01,-5.42E-04,6.23E-07,6.23E-07,-5.42E-04,1.03E+01,1.02E+01,-1.79E-04,1.68E-07,1.52E-10,1.52E-10,1.68E-07,-1.79E-04,1.02E+01,
245,1.5,4,0.1,3.14,1.256,9.23E+00,1.07E-03,-1.08E-07,1.08E-07,1.07E-03,9.23E+00,8.78E+00,3.78E-03,-3.51E-06,1.14E-09,1.14E-09,-3.51E-06,3.78E-03,8.78E+00,
245,1.5,5,0.001,2.5,0.0125,1.25E+01,2.07E-04,-1.24E-08,1.24E-08,2.07E-04,1.25E+01,1.23E+01,1.52E-03,-1.65E-06,5.47E-10,5.47E-10,-1.65E-06,1.52E-03,1.23E+01,
245,1.5,5,0.001,3,0.015,1.19E+01,-1.21E-04,3.96E-07,3.96E-07,-1.21E-04,1.19E+01,1.14E+01,2.70E-03,-3.13E-06,1.18E-09,1.18E-09,-3.13E-06,2.70E-03,1.14E+01,
245,1.5,5,0.001,3.14,0.0157,1.29E+01,-1.34E-03,1.01E-06,1.01E-06,-1.34E-03,1.29E+01,1.29E+01,-1.17E-03,8.07E-07,6.80E-11,6.80E-11,8.07E-07,-1.17E-03,1.29E+01,
245,1.5,5,0.01,2.5,0.125,1.23E+01,-6.96E-04,7.08E-07,7.08E-07,-6.96E-04,1.23E+01,1.22E+01,-9.56E-05,-4.33E-08,2.51E-10,2.51E-10,-4.33E-08,-9.56E-05,1.22E+01,
245,1.5,5,0.01,3,0.15,1.20E+01,8.78E-05,3.19E-07,3.19E-07,8.78E-05,1.20E+01,1.21E+01,-6.49E-04,1.24E-06,-3.08E-10,3.08E-10,1.24E-06,-6.49E-04,1.21E+01,
245,1.5,5,0.01,3.14,0.157,1.22E+01,-2.58E-04,3.53E-07,3.53E-07,-2.58E-04,1.22E+01,1.22E+01,-3.85E-04,5.11E-07,-5.27E-11,5.27E-11,5.11E-07,-3.85E-04,1.22E+01,
245,1.5,5,0.1,2.5,1.25,1.28E+01,-1.31E-03,8.98E-07,8.98E-07,-1.31E-03,1.28E+01,1.30E+01,-2.30E-03,2.14E-06,-4.15E-10,4.15E-10,2.14E-06,-2.30E-03,1.30E+01,
245,1.5,5,0.1,3,1.5,1.19E+01,-4.03E-04,6.02E-07,6.02E-07,-4.03E-04,1.19E+01,1.21E+01,-1.73E-03,2.26E-06,-5.53E-10,5.53E-10,2.26E-06,-1.73E-03,1.21E+01,
245,1.5,5,0.1,3.14,1.57,1.18E+01,-5.38E-04,6.06E-07,6.06E-07,-5.38E-04,1.18E+01,1.18E+01,-6.25E-04,7.14E-07,-3.63E-11,3.63E-11,7.14E-07,-6.25E-04,1.18E+01,
